[00:00:11] [Server thread/WARN]: A11y_UwU moved wrongly!
[00:04:33] [Server thread/WARN]: A11y_UwU moved too quickly! -3.699397040389231,8.867098785230667,15.431827979388544
[00:05:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/131118, l='ServerLevel[world]', x=-462.17, y=76.00, z=287.75]
[00:58:00] [Server thread/WARN]: A11y_UwU moved wrongly!
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153853, l='ServerLevel[world]', x=-194.66, y=120.28, z=-267.73]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153853, l='ServerLevel[world]', x=-194.66, y=120.28, z=-267.73]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153853, l='ServerLevel[world]', x=-194.66, y=120.28, z=-267.73]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153854, l='ServerLevel[world]', x=-195.30, y=119.62, z=-271.67]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153854, l='ServerLevel[world]', x=-195.30, y=119.62, z=-271.67]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153854, l='ServerLevel[world]', x=-195.30, y=119.62, z=-271.67]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153858, l='ServerLevel[world]', x=-193.35, y=122.62, z=-272.51]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153858, l='ServerLevel[world]', x=-193.35, y=122.62, z=-272.51]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153858, l='ServerLevel[world]', x=-193.35, y=122.62, z=-272.51]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153867, l='ServerLevel[world]', x=-194.28, y=120.66, z=-278.63]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153867, l='ServerLevel[world]', x=-194.28, y=120.66, z=-278.63]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153867, l='ServerLevel[world]', x=-194.28, y=120.66, z=-278.63]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153870, l='ServerLevel[world]', x=-194.67, y=118.31, z=-277.54]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153870, l='ServerLevel[world]', x=-194.67, y=118.31, z=-277.54]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153870, l='ServerLevel[world]', x=-194.67, y=118.31, z=-277.54]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153872, l='ServerLevel[world]', x=-194.42, y=113.50, z=-284.30]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153872, l='ServerLevel[world]', x=-194.42, y=113.50, z=-284.30]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153872, l='ServerLevel[world]', x=-194.42, y=113.50, z=-284.30]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153878, l='ServerLevel[world]', x=-195.69, y=117.29, z=-289.51]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153878, l='ServerLevel[world]', x=-195.69, y=117.29, z=-289.51]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153878, l='ServerLevel[world]', x=-195.69, y=117.29, z=-289.51]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153879, l='ServerLevel[world]', x=-194.36, y=114.74, z=-291.34]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153879, l='ServerLevel[world]', x=-194.36, y=114.74, z=-291.34]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153879, l='ServerLevel[world]', x=-194.36, y=114.74, z=-291.34]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153882, l='ServerLevel[world]', x=-195.67, y=117.48, z=-291.51]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153882, l='ServerLevel[world]', x=-195.67, y=117.48, z=-291.51]
[00:58:04] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153882, l='ServerLevel[world]', x=-195.67, y=117.48, z=-291.51]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153954, l='ServerLevel[world]', x=-196.60, y=117.45, z=-265.45]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153954, l='ServerLevel[world]', x=-196.60, y=117.45, z=-265.45]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153954, l='ServerLevel[world]', x=-196.60, y=117.45, z=-265.45]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153958, l='ServerLevel[world]', x=-195.29, y=120.31, z=-266.40]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153958, l='ServerLevel[world]', x=-195.29, y=120.31, z=-266.40]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153958, l='ServerLevel[world]', x=-195.29, y=120.31, z=-266.40]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153965, l='ServerLevel[world]', x=-196.41, y=119.31, z=-277.49]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153965, l='ServerLevel[world]', x=-196.41, y=119.31, z=-277.49]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153965, l='ServerLevel[world]', x=-196.41, y=119.31, z=-277.49]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153966, l='ServerLevel[world]', x=-196.49, y=119.30, z=-278.32]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153966, l='ServerLevel[world]', x=-196.49, y=119.30, z=-278.32]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153966, l='ServerLevel[world]', x=-196.49, y=119.30, z=-278.32]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153969, l='ServerLevel[world]', x=-195.74, y=120.68, z=-280.58]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153969, l='ServerLevel[world]', x=-195.74, y=120.68, z=-280.58]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153969, l='ServerLevel[world]', x=-195.74, y=120.68, z=-280.58]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153971, l='ServerLevel[world]', x=-195.59, y=118.43, z=-285.62]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153971, l='ServerLevel[world]', x=-195.59, y=118.43, z=-285.62]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153971, l='ServerLevel[world]', x=-195.59, y=118.43, z=-285.62]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153972, l='ServerLevel[world]', x=-196.28, y=117.56, z=-283.41]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153972, l='ServerLevel[world]', x=-196.28, y=117.56, z=-283.41]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153972, l='ServerLevel[world]', x=-196.28, y=117.56, z=-283.41]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153974, l='ServerLevel[world]', x=-195.74, y=114.49, z=-285.43]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153974, l='ServerLevel[world]', x=-195.74, y=114.49, z=-285.43]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153974, l='ServerLevel[world]', x=-195.74, y=114.49, z=-285.43]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153979, l='ServerLevel[world]', x=-194.40, y=119.53, z=-291.42]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153979, l='ServerLevel[world]', x=-194.40, y=119.53, z=-291.42]
[00:58:16] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/153979, l='ServerLevel[world]', x=-194.40, y=119.53, z=-291.42]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154031, l='ServerLevel[world]', x=-196.54, y=114.39, z=-278.28]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154031, l='ServerLevel[world]', x=-196.54, y=114.39, z=-278.28]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154031, l='ServerLevel[world]', x=-196.54, y=114.39, z=-278.28]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154032, l='ServerLevel[world]', x=-197.32, y=115.43, z=-277.72]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154032, l='ServerLevel[world]', x=-197.32, y=115.43, z=-277.72]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154032, l='ServerLevel[world]', x=-197.32, y=115.43, z=-277.72]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154035, l='ServerLevel[world]', x=-196.62, y=120.32, z=-278.47]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154035, l='ServerLevel[world]', x=-196.62, y=120.32, z=-278.47]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154035, l='ServerLevel[world]', x=-196.62, y=120.32, z=-278.47]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154042, l='ServerLevel[world]', x=-197.59, y=119.60, z=-290.64]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154042, l='ServerLevel[world]', x=-197.59, y=119.60, z=-290.64]
[00:58:22] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154042, l='ServerLevel[world]', x=-197.59, y=119.60, z=-290.64]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154096, l='ServerLevel[world]', x=-197.63, y=118.31, z=-266.41]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154096, l='ServerLevel[world]', x=-197.63, y=118.31, z=-266.41]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154096, l='ServerLevel[world]', x=-197.63, y=118.31, z=-266.41]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154099, l='ServerLevel[world]', x=-193.60, y=123.57, z=-272.40]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154099, l='ServerLevel[world]', x=-193.60, y=123.57, z=-272.40]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154099, l='ServerLevel[world]', x=-193.60, y=123.57, z=-272.40]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154112, l='ServerLevel[world]', x=-197.33, y=120.55, z=-277.42]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154112, l='ServerLevel[world]', x=-197.33, y=120.55, z=-277.42]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154112, l='ServerLevel[world]', x=-197.33, y=120.55, z=-277.42]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154119, l='ServerLevel[world]', x=-197.46, y=115.64, z=-291.59]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154119, l='ServerLevel[world]', x=-197.46, y=115.64, z=-291.59]
[00:58:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154119, l='ServerLevel[world]', x=-197.46, y=115.64, z=-291.59]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154172, l='ServerLevel[world]', x=-198.38, y=113.39, z=-266.64]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154172, l='ServerLevel[world]', x=-198.38, y=113.39, z=-266.64]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154172, l='ServerLevel[world]', x=-198.38, y=113.39, z=-266.64]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154193, l='ServerLevel[world]', x=-198.36, y=120.51, z=-290.67]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154193, l='ServerLevel[world]', x=-198.36, y=120.51, z=-290.67]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154193, l='ServerLevel[world]', x=-198.36, y=120.51, z=-290.67]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154194, l='ServerLevel[world]', x=-198.57, y=115.41, z=-289.72]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154194, l='ServerLevel[world]', x=-198.57, y=115.41, z=-289.72]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154194, l='ServerLevel[world]', x=-198.57, y=115.41, z=-289.72]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154195, l='ServerLevel[world]', x=-198.70, y=118.46, z=-289.32]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154195, l='ServerLevel[world]', x=-198.70, y=118.46, z=-289.32]
[00:58:34] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154195, l='ServerLevel[world]', x=-198.70, y=118.46, z=-289.32]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154230, l='ServerLevel[world]', x=-200.26, y=115.48, z=-267.71]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154230, l='ServerLevel[world]', x=-200.26, y=115.48, z=-267.71]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154230, l='ServerLevel[world]', x=-200.26, y=115.48, z=-267.71]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154231, l='ServerLevel[world]', x=-199.74, y=114.67, z=-266.65]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154231, l='ServerLevel[world]', x=-199.74, y=114.67, z=-266.65]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154231, l='ServerLevel[world]', x=-199.74, y=114.67, z=-266.65]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154233, l='ServerLevel[world]', x=-199.60, y=117.35, z=-268.51]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154233, l='ServerLevel[world]', x=-199.60, y=117.35, z=-268.51]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154233, l='ServerLevel[world]', x=-199.60, y=117.35, z=-268.51]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154234, l='ServerLevel[world]', x=-198.44, y=112.71, z=-271.74]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154234, l='ServerLevel[world]', x=-198.44, y=112.71, z=-271.74]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154234, l='ServerLevel[world]', x=-198.44, y=112.71, z=-271.74]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154235, l='ServerLevel[world]', x=-200.42, y=117.35, z=-271.31]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154235, l='ServerLevel[world]', x=-200.42, y=117.35, z=-271.31]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154235, l='ServerLevel[world]', x=-200.42, y=117.35, z=-271.31]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154246, l='ServerLevel[world]', x=-199.28, y=120.50, z=-279.54]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154246, l='ServerLevel[world]', x=-199.28, y=120.50, z=-279.54]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154246, l='ServerLevel[world]', x=-199.28, y=120.50, z=-279.54]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154251, l='ServerLevel[world]', x=-200.46, y=117.64, z=-285.48]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154251, l='ServerLevel[world]', x=-200.46, y=117.64, z=-285.48]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154251, l='ServerLevel[world]', x=-200.46, y=117.64, z=-285.48]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154252, l='ServerLevel[world]', x=-199.48, y=114.36, z=-283.72]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154252, l='ServerLevel[world]', x=-199.48, y=114.36, z=-283.72]
[00:58:40] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154252, l='ServerLevel[world]', x=-199.48, y=114.36, z=-283.72]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154344, l='ServerLevel[world]', x=-200.74, y=119.56, z=-267.70]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154344, l='ServerLevel[world]', x=-200.74, y=119.56, z=-267.70]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154344, l='ServerLevel[world]', x=-200.74, y=119.56, z=-267.70]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154348, l='ServerLevel[world]', x=-200.47, y=121.72, z=-272.51]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154348, l='ServerLevel[world]', x=-200.47, y=121.72, z=-272.51]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154348, l='ServerLevel[world]', x=-200.47, y=121.72, z=-272.51]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154362, l='ServerLevel[world]', x=-200.56, y=115.51, z=-284.62]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154362, l='ServerLevel[world]', x=-200.56, y=115.51, z=-284.62]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154362, l='ServerLevel[world]', x=-200.56, y=115.51, z=-284.62]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154363, l='ServerLevel[world]', x=-200.55, y=115.59, z=-283.73]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154363, l='ServerLevel[world]', x=-200.55, y=115.59, z=-283.73]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154363, l='ServerLevel[world]', x=-200.55, y=115.59, z=-283.73]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154367, l='ServerLevel[world]', x=-201.37, y=116.72, z=-289.66]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154367, l='ServerLevel[world]', x=-201.37, y=116.72, z=-289.66]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154367, l='ServerLevel[world]', x=-201.37, y=116.72, z=-289.66]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154368, l='ServerLevel[world]', x=-200.70, y=115.60, z=-288.72]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154368, l='ServerLevel[world]', x=-200.70, y=115.60, z=-288.72]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154368, l='ServerLevel[world]', x=-200.70, y=115.60, z=-288.72]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154371, l='ServerLevel[world]', x=-201.66, y=117.55, z=-289.46]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154371, l='ServerLevel[world]', x=-201.66, y=117.55, z=-289.46]
[00:58:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154371, l='ServerLevel[world]', x=-201.66, y=117.55, z=-289.46]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154413, l='ServerLevel[world]', x=-202.42, y=115.39, z=-271.64]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154413, l='ServerLevel[world]', x=-202.42, y=115.39, z=-271.64]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154413, l='ServerLevel[world]', x=-202.42, y=115.39, z=-271.64]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154415, l='ServerLevel[world]', x=-201.45, y=116.41, z=-266.69]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154415, l='ServerLevel[world]', x=-201.45, y=116.41, z=-266.69]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154415, l='ServerLevel[world]', x=-201.45, y=116.41, z=-266.69]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154425, l='ServerLevel[world]', x=-199.53, y=112.64, z=-278.31]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154425, l='ServerLevel[world]', x=-199.53, y=112.64, z=-278.31]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154425, l='ServerLevel[world]', x=-199.53, y=112.64, z=-278.31]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154433, l='ServerLevel[world]', x=-201.40, y=116.34, z=-291.26]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154433, l='ServerLevel[world]', x=-201.40, y=116.34, z=-291.26]
[00:58:56] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154433, l='ServerLevel[world]', x=-201.40, y=116.34, z=-291.26]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154483, l='ServerLevel[world]', x=-202.49, y=116.62, z=-268.44]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154483, l='ServerLevel[world]', x=-202.49, y=116.62, z=-268.44]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154483, l='ServerLevel[world]', x=-202.49, y=116.62, z=-268.44]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154484, l='ServerLevel[world]', x=-198.72, y=123.26, z=-273.60]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154484, l='ServerLevel[world]', x=-198.72, y=123.26, z=-273.60]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154484, l='ServerLevel[world]', x=-198.72, y=123.26, z=-273.60]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154496, l='ServerLevel[world]', x=-203.53, y=115.60, z=-278.32]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154496, l='ServerLevel[world]', x=-203.53, y=115.60, z=-278.32]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154496, l='ServerLevel[world]', x=-203.53, y=115.60, z=-278.32]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154498, l='ServerLevel[world]', x=-203.65, y=117.46, z=-277.34]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154498, l='ServerLevel[world]', x=-203.65, y=117.46, z=-277.34]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154498, l='ServerLevel[world]', x=-203.65, y=117.46, z=-277.34]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154502, l='ServerLevel[world]', x=-202.74, y=118.57, z=-284.36]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154502, l='ServerLevel[world]', x=-202.74, y=118.57, z=-284.36]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154502, l='ServerLevel[world]', x=-202.74, y=118.57, z=-284.36]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154505, l='ServerLevel[world]', x=-203.56, y=119.28, z=-290.66]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154505, l='ServerLevel[world]', x=-203.56, y=119.28, z=-290.66]
[00:59:02] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154505, l='ServerLevel[world]', x=-203.56, y=119.28, z=-290.66]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154559, l='ServerLevel[world]', x=-203.46, y=116.29, z=-267.48]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154559, l='ServerLevel[world]', x=-203.46, y=116.29, z=-267.48]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154559, l='ServerLevel[world]', x=-203.46, y=116.29, z=-267.48]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154573, l='ServerLevel[world]', x=-203.33, y=118.35, z=-278.72]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154573, l='ServerLevel[world]', x=-203.33, y=118.35, z=-278.72]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154573, l='ServerLevel[world]', x=-203.33, y=118.35, z=-278.72]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154576, l='ServerLevel[world]', x=-203.45, y=115.33, z=-279.36]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154576, l='ServerLevel[world]', x=-203.45, y=115.33, z=-279.36]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154576, l='ServerLevel[world]', x=-203.45, y=115.33, z=-279.36]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154579, l='ServerLevel[world]', x=-202.26, y=113.29, z=-283.50]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154579, l='ServerLevel[world]', x=-202.26, y=113.29, z=-283.50]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154579, l='ServerLevel[world]', x=-202.26, y=113.29, z=-283.50]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154580, l='ServerLevel[world]', x=-203.60, y=115.47, z=-284.32]
[00:59:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/154580, l='ServerLevel[world]', x=-203.60, y=115.47, z=-284.32]
